ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	кадр	блоб	bbox	площадь	rgb	score
601	135	1.121	рюкзак-синий	8.9	2.3	снег-в-тени	1.221	36.5	9.0	-10.0	13.5	маска	DJI_20260813183028_0002_Z.JPG	84	674,748,8,9	56	104,93,111	211.9
602	73	1.121	палка-ручка-пробка	8.9	2.4	лишайник-жёлтый-на-камне	0.729	73.3	-3.0	19.0	19.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	127	324,881,3,5	13	190,182,150	45.8
603	142	1.121	рюкзак-синий	7.5	17.2	снег-в-тени	1.296	21.6	7.0	-9.5	11.8	bbox	DJI_20260813183140_0012_Z.JPG	276	1245,295,3,2	6	56,49,66	21.5
604	23	1.122	стакан-марка-красная	5.0	26.1	порода-охристая	0.989	23.7	8.0	5.0	9.4	маска	DJI_20260813183727_0015_Z_03m32s.jpg	58	1906,487,6,4	16	76,57,54	47.3
605	143	1.122	стакан-марка-красная	5.0	26.1	порода-охристая	0.989	23.7	8.0	5.0	9.4	маска	DJI_20260813183140_0012_Z.JPG	234	3441,789,3,4	11	66,49,46	32.3
606	42	1.122	стакан-марка-красная	8.5	9.6	снег-в-тени	1.090	59.4	8.0	-7.0	10.6	bbox	C0049_00m18s.png	126	940,1039,3,2	6	155,142,159	21.1
607	136	1.122	рюкзак-синий	8.9	2.7	снег-в-тени	1.226	36.1	9.0	-10.0	13.5	маска	DJI_20260813183028_0002_Z.JPG	37	1109,199,13,16	141	112,103,117	554.6
608	137	1.122	рюкзак-синий	8.6	9.0	снег-в-тени	1.195	29.8	8.0	-9.0	12.0	маска	DJI_20260813183028_0002_Z.JPG	124	229,662,7,7	35	70,62,77	131.9
609	144	1.123	палка-древко-контроль	7.1	19.4	снег-в-тени	1.220	61.0	-9.0	-8.0	12.0	маска	DJI_20260813183140_0012_Z.JPG	195	2337,1063,8,3	14	118,150,159	49.6
610	138	1.124	стакан-марка-красная	8.2	12.5	снег-в-тени	1.193	37.3	9.0	-7.0	11.4	маска	DJI_20260813183028_0002_Z.JPG	266	774,470,4,5	14	98,86,98	40.8
611	43	1.126	стакан-марка-красная	8.9	3.7	порода-охристая	1.362	53.5	19.0	5.0	19.6	маска	C0049_00m18s.png	7	1575,549,10,12	78	155,118,123	318.9
612	145	1.126	палка-ручка-контроль	8.2	12.7	порода-охристая	0.980	44.9	8.0	18.0	19.7	маска	DJI_20260813183140_0012_Z.JPG	112	1275,1492,9,7	42	135,107,81	169.6
613	139	1.126	стакан-марка-красная	7.6	16.9	снег-в-тени	1.159	32.9	8.0	-6.0	10.0	маска	DJI_20260813183028_0002_Z.JPG	290	1118,2004,4,4	11	97,86,99	32.4
614	146	1.128	палка-древко-бирюзовое	8.2	12.8	снег-пересвеченный	1.573	65.3	-13.0	-8.0	15.3	маска	DJI_20260813183140_0012_Z.JPG	200	2657,941,4,4	12	124,166,174	47.4
615	147	1.131	палка-древко-контроль	7.0	20.0	снег-в-тени	1.059	61.6	-7.5	-8.0	11.0	bbox	DJI_20260813183140_0012_Z.JPG	291	1939,1245,2,3	6	125,153,162	17.7
616	148	1.133	рюкзак-синий	8.1	14.5	снег-в-тени	1.329	24.3	8.0	-10.0	12.8	маска	DJI_20260813183140_0012_Z.JPG	44	2493,1543,18,20	161	69,62,78	634.6
617	140	1.133	рюкзак-синий	7.8	16.1	снег-в-тени	0.920	54.9	7.0	-9.0	11.4	маска	DJI_20260813183028_0002_Z.JPG	249	840,438,5,4	15	131,121,139	47.8
618	44	1.136	рюкзак-синий	8.6	10.2	снег-в-тени	1.009	49.0	8.0	-9.0	12.0	маска	C0049_00m18s.png	54	55,651,6,4	17	128,117,135	65.0
619	74	1.136	палка-ручка-пробка	8.1	14.7	лишайник-жёлтый-на-камне	1.050	90.4	-2.0	19.0	19.1	маска	DJI_20260813183534_0014_Z_00m31s.jpg	97	269,864,4,6	17	226,216,183	65.1
620	75	1.136	стакан-марка-красная	7.1	20.0	порода-охристая	1.658	29.8	18.0	0.0	18.0	маска	DJI_20260813183534_0014_Z_00m31s.jpg	170	449,881,4,2	8	119,88,95	30.3
621	76	1.138	рюкзак-синий	9.1	3.4	снег-в-тени	0.494	42.2	2.0	-5.0	5.4	маска	DJI_20260813183534_0014_Z_00m31s.jpg	8	227,344,18,43	159	143,148,150	616.9
622	141	1.139	стакан-марка-красная	6.7	21.6	снег-в-тени	1.276	28.2	8.0	-5.0	9.4	маска	DJI_20260813183028_0002_Z.JPG	328	1073,1785,2,3	6	69,55,66	23.5
623	149	1.139	рюкзак-синий	8.1	14.9	снег-в-тени	1.338	23.9	8.0	-10.0	12.8	маска	DJI_20260813183140_0012_Z.JPG	155	98,1891,6,8	24	60,53,70	88.9
624	142	1.140	рюкзак-синий	7.8	16.5	снег-в-тени	0.924	55.3	7.0	-9.0	11.4	маска	DJI_20260813183028_0002_Z.JPG	130	990,230,8,6	33	133,124,142	124.2
625	45	1.140	рюкзак-синий	8.9	6.3	снег-в-тени	1.156	45.1	9.0	-10.0	13.5	маска	C0049_00m18s.png	56	283,987,4,4	16	116,105,125	63.6
626	77	1.141	стакан-марка-красная	9.1	3.9	снег-в-тени	1.502	45.9	12.0	-8.0	14.4	маска	DJI_20260813183534_0014_Z_00m31s.jpg	66	438,161,10,6	25	139,119,133	94.9
627	150	1.141	стакан-марка-красная	9.1	3.9	порода-охристая	0.320	45.9	12.0	10.0	15.6	маска	DJI_20260813183140_0012_Z.JPG	27	273,1748,18,23	271	130,97,89	1088.4
628	78	1.145	стакан-марка-красная	3.9	29.0	порода-охристая	1.770	20.8	13.5	-2.0	13.6	маска	DJI_20260813183534_0014_Z_00m31s.jpg	189	420,914,2,3	6	68,43,52	21.8
629	151	1.146	рюкзак-синий	4.1	28.7	снег-в-тени	0.786	67.5	2.0	-10.0	10.2	маска	DJI_20260813183140_0012_Z.JPG	67	925,1957,10,11	75	140,145,163	346.6
630	79	1.149	палка-ручка-пробка	8.9	7.4	лишайник-жёлтый-на-камне	0.922	83.1	-3.0	19.0	19.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	105	33,814,4,4	16	212,201,168	57.6
631	152	1.151	палка-древко-бирюзовое	7.2	20.0	снег-пересвеченный	1.395	72.5	-11.0	-10.0	14.9	маска	DJI_20260813183140_0012_Z.JPG	37	1561,1395,32,18	185	120,163,176	759.3
632	46	1.153	рюкзак-синий	8.9	7.9	снег-в-тени	1.153	46.7	9.0	-10.0	13.5	маска	C0049_00m18s.png	47	1009,1075,6,5	24	140,130,145	77.0
633	110	1.153	палка-ручка-пробка	9.2	0.8	лишайник-жёлтый-на-камне	0.519	74.9	-1.0	16.0	16.0	маска	DJI_20260813183101_0008_Z.JPG	36	1677,63,20,20	198	195,184,157	759.9
634	111	1.153	палка-ручка-пробка	9.2	0.8	лишайник-жёлтый-на-камне	0.519	74.9	-1.0	16.0	16.0	маска	DJI_20260813183101_0008_Z.JPG	101	1703,69,10,8	64	193,181,154	244.3
635	153	1.153	палка-древко-бирюзовое	8.9	7.9	снег-в-тени	1.447	60.4	-11.0	-8.0	13.6	маска	DJI_20260813183140_0012_Z.JPG	97	2350,1057,11,10	67	113,150,158	236.9
636	143	1.153	рюкзак-синий	9.2	1.2	снег-в-тени	1.064	37.6	8.0	-8.0	11.3	маска	DJI_20260813183028_0002_Z.JPG	79	927,375,12,9	66	96,86,98	236.3
637	112	1.153	палка-ручка-пробка	9.2	1.2	лишайник-жёлтый-на-камне	0.510	74.5	-1.0	16.0	16.0	маска	DJI_20260813183101_0008_Z.JPG	203	1665,73,4,7	19	192,181,154	68.7
638	32	1.154	стакан-марка-красная	6.3	23.7	порода-охристая	0.807	26.1	8.0	6.5	10.3	маска	DJI_20260813183004_0001_Z_01m56s.jpg	75	503,816,4,3	8	74,54,50	30.2
639	113	1.154	палка-ручка-пробка	9.2	1.6	лишайник-жёлтый-на-камне	0.653	77.3	-2.0	17.0	17.1	маска	DJI_20260813183101_0008_Z.JPG	5	1611,65,50,23	805	198,189,159	3229.7
640	144	1.155	рюкзак-синий	9.2	1.9	снег-в-тени	1.074	36.9	8.0	-8.0	11.3	маска	DJI_20260813183028_0002_Z.JPG	65	754,598,15,10	88	105,96,108	321.7
641	114	1.155	рюкзак-синий	7.1	20.8	снег-в-тени	0.869	59.6	6.0	-9.0	10.8	маска	DJI_20260813183101_0008_Z.JPG	226	543,905,5,3	14	147,140,157	48.8
642	145	1.157	стакан-марка-красная	1.5	32.0	порода-охристая	1.462	17.8	9.5	1.0	9.6	маска	DJI_20260813183028_0002_Z.JPG	293	2624,1300,4,2	8	60,42,46	31.7
643	115	1.158	стакан-марка-красная	8.5	12.6	порода-охристая	0.967	62.4	8.0	9.0	12.0	маска	DJI_20260813183101_0008_Z.JPG	129	2063,1649,8,12	49	169,145,134	175.7
644	47	1.159	рюкзак-синий	9.2	3.5	снег-в-тени	1.095	35.3	8.0	-8.0	11.3	маска	C0049_00m18s.png	92	155,899,4,3	10	95,84,99	31.8
645	80	1.160	стакан-марка-красная	8.2	14.9	порода-в-тени	0.812	34.9	3.0	-1.0	3.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	118	962,379,7,2	14	96,87,91	49.3
646	146	1.161	рюкзак-синий	9.2	3.9	снег-в-тени	1.101	34.9	8.0	-8.0	11.3	маска	DJI_20260813183028_0002_Z.JPG	78	721,393,14,10	69	98,90,104	237.6
647	147	1.161	рюкзак-синий	9.2	3.9	снег-в-тени	1.101	34.9	8.0	-8.0	11.3	маска	DJI_20260813183028_0002_Z.JPG	147	214,1275,6,8	28	93,81,96	106.3
648	48	1.161	рюкзак-синий	9.2	3.9	снег-в-тени	1.101	34.9	8.0	-8.0	11.3	маска	C0049_00m18s.png	41	331,964,4,10	31	82,73,78	86.0
649	51	1.161	палка-ручка-пробка	9.2	3.9	лишайник-жёлтый-на-камне	0.548	71.8	-2.0	17.0	17.1	маска	DJI_20260813183004_0001_Z_03m40s.jpg	0	605,192,16,17	187	187,179,149	734.1
650	154	1.163	палка-древко-контроль	7.1	21.1	снег-в-тени	1.245	62.7	-9.0	-8.0	12.0	маска	DJI_20260813183140_0012_Z.JPG	89	2166,1149,20,6	71	134,163,171	257.1
651	148	1.164	рюкзак-синий	9.2	4.5	снег-в-тени	1.013	43.3	8.0	-8.0	11.3	маска	DJI_20260813183028_0002_Z.JPG	314	993,1934,3,3	9	123,114,128	26.4
652	149	1.165	рюкзак-синий	9.2	4.7	снег-в-тени	1.113	34.1	8.0	-8.0	11.3	маска	DJI_20260813183028_0002_Z.JPG	236	703,423,4,9	18	89,81,93	52.7
653	33	1.165	стакан-марка-красная	8.1	16.3	порода-охристая	0.518	33.5	8.0	8.5	11.7	маска	DJI_20260813183004_0001_Z_01m56s.jpg	77	461,828,4,2	8	93,72,64	26.7
654	150	1.166	рюкзак-синий	9.2	4.9	снег-в-тени	1.116	33.9	8.0	-8.0	11.3	маска	DJI_20260813183028_0002_Z.JPG	114	521,929,5,10	42	91,82,97	144.3
655	49	1.166	рюкзак-синий	9.2	4.9	снег-в-тени	1.116	33.9	8.0	-8.0	11.3	маска	C0049_00m18s.png	86	101,841,4,5	12	89,78,93	39.3
656	81	1.166	стакан-марка-красная	8.4	14.3	порода-охристая	1.002	64.1	8.5	9.0	12.4	bbox	DJI_20260813183534_0014_Z_00m31s.jpg	211	127,956,2,3	6	177,149,140	18.6
657	116	1.166	стакан-марка-красная	9.1	7.8	порода-охристая	0.218	42.0	10.0	10.0	14.1	маска	DJI_20260813183101_0008_Z.JPG	1	2359,731,64,98	3394	115,93,86	13736.4
658	151	1.173	стакан-марка-красная	8.2	15.7	снег-в-тени	1.233	34.1	9.0	-7.0	11.4	маска	DJI_20260813183028_0002_Z.JPG	131	757,625,7,7	35	92,79,92	123.2
659	82	1.173	стакан-марка-красная	7.6	19.2	снег-в-тени	1.872	30.6	14.0	-6.0	15.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	99	377,717,3,7	16	101,77,88	63.0
660	24	1.175	стакан-марка-красная	8.5	13.7	порода-охристая	1.004	63.5	8.0	9.0	12.0	маска	DJI_20260813183727_0015_Z_03m32s.jpg	41	1017,884,8,7	24	168,145,134	93.6
661	152	1.176	рюкзак-синий	8.6	13.4	снег-в-тени	1.020	52.2	8.0	-9.0	12.0	маска	DJI_20260813183028_0002_Z.JPG	358	825,577,3,3	7	131,123,139	17.1
662	83	1.178	стакан-марка-красная	8.1	17.1	снег-в-тени	1.057	32.7	7.0	-6.0	9.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	106	691,487,4,8	15	103,90,99	55.7
663	84	1.178	стакан-марка-красная	5.4	27.1	снег-розовый	1.008	76.9	9.0	6.0	10.8	маска	DJI_20260813183534_0014_Z_00m31s.jpg	46	11,173,9,8	35	182,158,147	134.8
664	155	1.179	палка-древко-контроль	8.2	16.0	снег-в-тени	1.305	57.6	-10.0	-7.0	12.2	маска	DJI_20260813183140_0012_Z.JPG	121	2548,964,9,7	40	110,143,150	147.3
665	153	1.180	рюкзак-синий	9.4	1.2	снег-в-тени	1.189	37.6	9.0	-9.0	12.7	маска	DJI_20260813183028_0002_Z.JPG	134	691,680,6,7	32	101,90,106	119.7
666	154	1.180	рюкзак-синий	9.4	1.4	снег-в-тени	1.164	40.2	9.0	-9.0	12.7	маска	DJI_20260813183028_0002_Z.JPG	173	1071,257,6,5	24	97,84,101	91.9
667	155	1.181	стакан-марка-красная	3.2	31.2	порода-в-тени	1.258	18.6	8.0	0.0	8.0	bbox	DJI_20260813183028_0002_Z.JPG	341	1345,1598,3,2	6	55,40,45	21.1
668	156	1.181	стакан-марка-красная	3.0	31.4	порода-в-тени	1.277	18.4	8.0	1.0	8.1	маска	DJI_20260813183028_0002_Z.JPG	366	2301,1415,3,2	6	55,42,45	16.2
669	117	1.182	рюкзак-синий	8.1	17.3	снег-в-тени	1.072	56.1	8.0	-10.0	12.8	маска	DJI_20260813183101_0008_Z.JPG	151	502,996,6,7	32	143,134,153	128.8
670	157	1.182	стакан-марка-красная	9.4	2.4	порода-охристая	0.833	52.2	6.0	9.0	10.8	маска	DJI_20260813183028_0002_Z.JPG	10	894,1624,32,21	350	126,108,99	1347.8
671	158	1.184	стакан-марка-красная	4.5	29.2	порода-в-тени	1.398	20.6	9.0	-3.0	9.5	bbox	DJI_20260813183028_0002_Z.JPG	331	2702,1977,3,2	6	59,43,52	23.0
672	156	1.186	палка-древко-контроль	8.2	16.4	снег-в-тени	1.308	58.0	-10.0	-7.0	12.2	маска	DJI_20260813183140_0012_Z.JPG	134	1778,1298,9,4	31	110,143,149	117.2
673	118	1.187	рюкзак-синий	8.6	14.1	снег-в-тени	1.302	24.7	8.0	-9.0	12.0	маска	DJI_20260813183101_0008_Z.JPG	62	833,73,11,14	107	73,65,80	425.0
674	159	1.188	стакан-марка-красная	9.5	2.0	снег-в-тени	1.000	47.8	8.0	-8.0	11.3	маска	DJI_20260813183028_0002_Z.JPG	291	95,1450,2,7	14	122,113,129	32.0
675	85	1.190	палка-ручка-пробка	8.5	14.9	лишайник-жёлтый-на-камне	0.951	90.6	-0.5	16.5	16.5	маска	DJI_20260813183534_0014_Z_00m31s.jpg	177	268,787,3,4	8	221,206,177	26.7
676	157	1.191	стакан-марка-красная	9.5	3.1	порода-охристая	0.493	46.7	8.0	10.0	12.8	маска	DJI_20260813183140_0012_Z.JPG	160	3477,668,4,12	23	134,111,98	84.7
677	50	1.191	рюкзак-синий	9.4	4.7	снег-в-тени	1.142	43.5	9.0	-9.0	12.7	маска	C0049_00m18s.png	74	107,869,4,4	12	121,108,126	45.6
678	160	1.194	стакан-марка-красная	8.9	11.8	порода-охристая	0.559	38.0	7.0	9.0	11.4	маска	DJI_20260813183028_0002_Z.JPG	6	849,1549,59,32	866	111,94,84	3367.2
679	158	1.195	рюкзак-синий	9.2	8.8	снег-в-тени	1.185	30.0	8.0	-8.0	11.3	маска	DJI_20260813183140_0012_Z.JPG	153	3432,2153,9,7	29	77,68,83	90.5
680	161	1.197	стакан-марка-красная	6.7	23.9	порода-охристая	0.768	25.9	8.0	7.0	10.6	маска	DJI_20260813183028_0002_Z.JPG	9	1019,2034,37,21	394	75,57,52	1425.4
681	162	1.200	рюкзак-синий	7.1	22.7	снег-в-тени	1.364	16.1	6.0	-9.0	10.8	маска	DJI_20260813183028_0002_Z.JPG	180	2054,539,5,5	21	48,43,58	86.8
682	163	1.200	стакан-марка-красная	9.2	9.4	снег-в-тени	1.156	40.4	9.0	-8.0	12.0	маска	DJI_20260813183028_0002_Z.JPG	126	693,659,7,6	37	105,94,109	127.4
683	164	1.200	стакан-марка-красная	9.2	9.4	снег-в-тени	1.156	40.4	9.0	-8.0	12.0	маска	DJI_20260813183028_0002_Z.JPG	189	1160,26,5,6	23	102,91,106	78.6
684	165	1.200	стакан-марка-красная	9.2	9.4	порода-охристая	0.842	40.4	5.0	8.0	9.4	маска	DJI_20260813183028_0002_Z.JPG	348	902,1581,4,2	8	110,93,85	19.4
685	166	1.201	рюкзак-синий	9.6	1.0	снег-в-тени	1.120	37.8	8.5	-8.0	11.7	маска	DJI_20260813183028_0002_Z.JPG	272	645,745,4,3	11	103,91,107	38.0
686	25	1.203	стакан-марка-красная	7.0	23.1	порода-охристая	0.562	26.7	11.0	8.0	13.6	маска	DJI_20260813183727_0015_Z_03m32s.jpg	1	637,203,41,47	727	111,87,81	2830.0
687	119	1.204	рюкзак-синий	5.8	26.8	снег-в-тени	1.530	12.0	6.0	-11.0	12.5	маска	DJI_20260813183101_0008_Z.JPG	40	2139,551,21,18	176	57,54,67	674.3
688	86	1.204	палка-ручка-пробка	9.2	9.8	лишайник-жёлтый-на-камне	0.872	85.5	-2.0	17.0	17.1	маска	DJI_20260813183534_0014_Z_00m31s.jpg	179	374,960,3,3	7	216,208,176	25.9
689	167	1.206	стакан-марка-красная	9.5	6.1	снег-в-тени	1.041	55.9	8.0	-8.0	11.3	маска	DJI_20260813183028_0002_Z.JPG	150	152,1542,5,7	25	137,125,142	105.2
690	159	1.206	рюкзак-синий	8.5	15.7	снег-в-тени	1.477	23.1	9.0	-11.0	14.2	маска	DJI_20260813183140_0012_Z.JPG	45	3295,2097,18,12	144	61,53,72	609.6
691	168	1.207	рюкзак-синий	9.4	7.2	снег-в-тени	1.272	31.6	9.0	-9.0	12.7	маска	DJI_20260813183028_0002_Z.JPG	188	2149,110,5,5	22	88,76,92	78.9
692	160	1.208	стакан-марка-красная	3.6	31.4	порода-в-тени	1.252	18.4	8.0	-1.0	8.1	маска	DJI_20260813183140_0012_Z.JPG	114	983,1823,8,10	53	54,41,46	166.2
693	87	1.210	стакан-марка-красная	7.3	22.3	снег-в-тени	1.798	27.5	13.0	-6.0	14.3	маска	DJI_20260813183534_0014_Z_00m31s.jpg	37	215,35,7,13	45	99,75,82	170.7
694	120	1.212	рюкзак-синий	6.4	25.5	снег-в-тени	1.463	13.3	6.0	-10.0	11.7	маска	DJI_20260813183101_0008_Z.JPG	135	2567,1323,7,9	45	42,37,53	166.7
695	169	1.212	рюкзак-синий	9.7	3.1	снег-в-тени	1.359	35.7	10.0	-10.5	14.5	маска	DJI_20260813183028_0002_Z.JPG	139	1743,142,7,6	32	101,91,108	115.3
696	88	1.215	палка-ручка-пробка	9.7	1.6	лишайник-жёлтый-на-камне	0.755	77.3	-3.0	17.5	17.8	маска	DJI_20260813183534_0014_Z_00m31s.jpg	79	27,737,5,6	23	191,184,153	82.8
697	161	1.215	стакан-марка-красная	6.8	24.3	порода-охристая	0.883	25.5	7.0	6.5	9.6	bbox	DJI_20260813183140_0012_Z.JPG	298	471,1749,3,2	6	73,56,50	13.4
698	51	1.216	рюкзак-синий	8.1	19.0	снег-в-тени	1.786	57.8	0.0	-22.0	22.0	маска	C0049_00m18s.png	67	1531,452,5,3	13	110,134,169	49.6
699	170	1.219	стакан-марка-красная	8.5	16.5	снег-в-тени	1.205	66.3	8.0	-7.0	10.6	маска	DJI_20260813183028_0002_Z.JPG	337	151,1463,2,3	6	150,138,153	21.5
700	171	1.221	стакан-марка-красная	3.6	31.8	порода-в-тени	1.253	18.0	8.0	-1.0	8.1	маска	DJI_20260813183028_0002_Z.JPG	182	487,2116,8,5	24	79,64,69	82.8
701	172	1.222	рюкзак-синий	9.2	11.3	снег-в-тени	1.236	27.5	8.0	-8.0	11.3	маска	DJI_20260813183028_0002_Z.JPG	239	1029,1599,3,5	14	76,65,80	50.4
702	173	1.223	стакан-марка-красная	8.2	18.4	снег-в-тени	1.275	31.4	9.0	-7.0	11.4	маска	DJI_20260813183028_0002_Z.JPG	153	1110,248,6,6	29	85,72,86	102.1
703	121	1.223	рюкзак-синий	5.4	28.6	порода-в-тени	1.234	10.2	3.0	-9.0	9.5	маска	DJI_20260813183101_0008_Z.JPG	154	2345,1605,10,6	36	30,29,40	126.4
704	174	1.224	стакан-марка-красная	2.7	32.9	порода-в-тени	1.324	16.9	8.5	0.0	8.5	маска	DJI_20260813183028_0002_Z.JPG	279	1806,1633,3,3	9	53,38,43	35.6
705	122	1.226	рюкзак-синий	9.2	11.7	снег-в-тени	1.244	27.1	8.0	-8.0	11.3	маска	DJI_20260813183101_0008_Z.JPG	121	3753,247,8,9	52	74,64,78	191.7
706	52	1.228	стакан-марка-красная	9.6	8.0	порода-охристая	0.903	41.8	4.5	8.0	9.2	маска	C0049_00m18s.png	133	1393,957,4,2	8	107,92,83	19.0
707	89	1.229	стакан-марка-красная	7.6	22.0	снег-в-тени	1.671	27.8	12.0	-6.5	13.6	маска	DJI_20260813183534_0014_Z_00m31s.jpg	40	315,214,4,14	39	86,65,77	148.2
708	162	1.229	рюкзак-синий	7.3	23.1	порода-в-тени	0.779	15.7	-1.0	-7.0	7.1	маска	DJI_20260813183140_0012_Z.JPG	254	3269,730,2,4	8	32,39,50	26.8
709	163	1.229	рюкзак-синий	7.3	23.1	порода-в-тени	0.779	15.7	-1.0	-7.0	7.1	маска	DJI_20260813183140_0012_Z.JPG	260	387,2158,4,2	7	30,39,49	25.0
710	90	1.230	стакан-марка-красная	6.1	27.1	снег-в-тени	1.786	22.7	12.0	-5.0	13.0	маска	DJI_20260813183534_0014_Z_00m31s.jpg	117	96,144,5,3	13	85,62,75	49.9
